order_id,customer_id,order_date,status
171,179,2026-04-29,취소
172,13,2025-09-13,배송중
173,32,2026-07-22,취소
174,35,2025-11-09,취소
175,171,2025-11-16,배송완료
176,194,2026-01-08,취소
177,157,2026-07-22,취소
178,141,2026-01-11,취소
179,41,2026-08-26,취소
180,116,2026-05-21,배송완료
181,193,2026-03-07,배송중
182,164,2026-08-23,배송완료
183,197,2026-03-05,취소
184,161,2026-07-08,배송중
185,71,2025-09-15,취소
186,20,2026-05-10,배송완료
187,61,2025-10-24,배송완료
188,86,2026-03-07,배송완료
189,139,2025-11-01,결제완료
190,36,2026-05-03,배송중
191,60,2026-02-27,취소
192,178,2026-08-14,배송중
193,181,2026-08-04,배송중
194,17,2026-03-29,취소
195,105,2026-08-15,배송완료
196,139,2026-01-10,취소
197,107,2026-02-28,결제완료
198,53,2026-07-03,취소
199,100,2026-07-15,결제완료
200,196,2026-02-09,취소
201,123,2026-08-28,결제완료
202,91,2026-06-17,배송완료
203,193,2025-09-23,취소
204,108,2026-07-23,배송중
205,125,2026-03-23,배송중
206,70,2025-12-27,취소
207,125,2026-04-09,결제완료
208,100,2026-06-10,배송완료
209,172,2026-05-23,취소
210,186,2026-01-02,배송중
211,120,2026-04-05,배송중
212,160,2026-03-29,결제완료
213,101,2025-09-09,결제완료
214,22,2025-11-21,취소
215,35,2026-04-14,취소
216,47,2026-05-26,결제완료
217,67,2026-01-08,취소
218,84,2026-07-09,배송중
219,117,2026-08-23,배송완료
220,87,2026-08-12,취소
221,72,2026-07-08,취소
222,65,2026-01-17,결제완료
223,121,2025-09-27,결제완료
224,192,2025-10-29,결제완료
225,90,2025-12-19,배송중
226,167,2026-07-25,결제완료
227,200,2025-09-14,결제완료
228,194,2026-01-11,결제완료
229,64,2026-01-25,배송중
230,6,2026-05-03,배송중
231,62,2026-03-28,배송중
232,122,2026-07-26,결제완료
233,145,2025-11-05,배송중
234,120,2026-04-11,배송완료
235,197,2026-04-25,배송완료
236,43,2026-01-31,결제완료
237,200,2025-11-13,배송중
238,80,2026-04-21,결제완료
239,149,2025-10-17,결제완료
240,80,2026-08-03,취소
241,102,2026-07-02,배송중
242,20,2026-06-20,배송중
243,27,2025-12-30,배송완료
244,176,2026-06-02,결제완료
245,145,2026-08-01,결제완료
246,89,2026-01-02,취소
247,170,2026-06-04,배송완료
248,18,2025-09-14,배송완료
249,4,2025-12-16,취소
250,126,2026-02-09,결제완료
251,111,2025-10-05,배송완료
252,163,2026-03-14,취소
253,182,2026-08-08,배송중
254,112,2025-12-03,배송중
255,188,2026-01-24,배송완료
256,158,2026-02-24,취소
257,120,2026-07-21,취소
258,188,2025-12-28,배송완료
259,83,2025-11-24,배송중
260,23,2026-03-24,배송완료
261,116,2025-12-28,배송중
262,193,2025-11-08,취소
263,146,2025-10-15,취소
264,87,2026-01-25,결제완료
265,127,2026-07-03,배송완료
266,47,2025-09-16,취소
267,55,2026-07-01,배송완료
268,67,2025-11-19,배송완료
269,72,2026-08-22,배송완료
270,143,2025-10-07,결제완료
271,133,2026-02-21,배송중
272,22,2026-03-17,배송중
273,185,2025-09-11,취소
274,126,2026-07-09,배송중
275,177,2026-03-08,취소
276,166,2026-08-19,취소
277,115,2026-03-15,결제완료
278,24,2025-10-31,배송완료
279,57,2025-11-14,취소
280,178,2026-01-12,배송중
281,79,2026-08-26,배송완료
282,122,2026-03-08,배송완료
283,109,2026-06-13,배송완료
284,91,2026-08-07,취소
285,70,2026-03-24,배송완료
286,65,2025-12-31,배송중
287,31,2026-06-30,배송중
288,81,2026-01-07,결제완료
289,191,2025-10-27,배송중
290,50,2026-06-27,배송중
291,190,2026-08-06,취소
292,71,2025-10-10,배송완료
293,26,2026-07-18,배송중
294,76,2026-09-01,배송중
295,93,2026-03-21,배송중
296,78,2026-05-22,결제완료
297,182,2025-10-23,배송중
298,71,2025-11-20,결제완료
299,14,2026-06-10,배송완료
300,179,2025-09-16,배송중
301,164,2026-02-27,취소
302,27,2026-01-30,결제완료
303,147,2026-06-06,배송완료
304,121,2026-08-03,취소
305,113,2026-03-23,배송완료
306,48,2025-10-16,결제완료
307,65,2025-09-03,취소
308,30,2025-12-31,결제완료
309,103,2026-08-30,취소
310,19,2025-09-19,결제완료
311,39,2026-05-26,배송중
312,145,2026-07-28,배송완료
313,22,2026-04-20,배송중
314,31,2026-08-06,취소
315,156,2025-10-05,배송중
316,199,2026-01-09,취소
317,116,2026-03-02,취소
318,77,2026-08-13,취소
319,79,2025-09-19,결제완료
320,157,2025-10-12,결제완료
321,196,2026-03-23,배송중
322,161,2026-06-26,배송중
323,68,2026-05-15,결제완료
324,41,2026-06-18,배송중
325,45,2026-01-01,결제완료
326,41,2025-09-10,결제완료
327,105,2026-04-14,취소
328,177,2026-06-23,취소
329,75,2026-01-01,결제완료
330,60,2026-05-08,배송완료
331,181,2026-08-14,배송완료
332,180,2025-11-22,취소
333,19,2026-01-04,배송중
334,68,2025-11-18,배송중
335,109,2025-11-15,결제완료
336,140,2025-12-22,배송중
337,166,2025-12-18,배송중
338,69,2026-03-27,배송중
339,19,2026-01-03,결제완료
340,43,2026-06-29,배송완료
341,153,2026-02-20,배송완료
342,113,2026-05-20,결제완료
343,120,2025-10-17,배송완료
344,180,2025-12-16,취소
345,70,2025-10-29,취소
346,113,2025-11-02,결제완료
347,154,2025-12-17,결제완료
348,111,2025-10-16,배송완료
349,155,2025-09-07,배송완료
350,7,2026-05-01,결제완료
351,59,2026-04-07,결제완료
352,196,2026-03-20,배송완료
353,148,2025-10-11,결제완료
354,196,2025-11-21,배송중
355,121,2026-03-31,취소
356,72,2026-01-16,배송중
357,150,2026-04-03,취소
358,163,2026-01-03,취소
359,24,2025-12-16,취소
360,90,2025-10-26,취소
361,86,2026-06-02,배송완료
362,172,2026-07-11,결제완료
363,42,2025-12-21,배송완료
364,106,2026-04-12,취소
365,74,2025-12-06,취소
366,195,2025-11-07,결제완료
367,117,2025-09-29,결제완료
368,81,2025-12-31,배송완료
369,83,2026-04-28,결제완료
370,198,2026-08-14,취소
371,132,2026-01-11,결제완료
372,169,2026-03-30,취소
373,106,2026-02-21,결제완료
374,49,2025-09-21,배송완료
375,160,2025-10-22,취소
376,161,2025-09-13,취소
377,195,2026-03-03,결제완료
378,53,2026-08-18,배송완료
379,141,2026-05-22,배송중
380,74,2025-09-21,취소
381,179,2025-10-13,취소
382,32,2026-01-28,결제완료
383,162,2025-09-22,배송중
384,182,2025-10-05,배송중
385,80,2026-02-14,결제완료
386,142,2026-02-01,취소
387,24,2025-11-10,배송중
388,30,2026-06-02,취소
389,31,2026-04-21,배송중
390,128,2026-08-14,배송완료
391,131,2026-04-20,배송완료
392,107,2026-05-04,취소
393,121,2026-07-23,배송중
394,117,2026-05-28,배송중
395,99,2026-05-31,배송중
396,154,2026-02-22,배송중
397,18,2026-04-29,배송완료
398,198,2026-01-18,취소
399,88,2026-01-01,배송완료
400,1,2026-01-09,배송완료
401,186,2026-07-16,배송완료
402,151,2025-11-17,취소
403,39,2026-06-05,취소
404,138,2026-06-23,취소
405,89,2026-05-20,배송완료
406,142,2026-07-13,취소
407,117,2026-03-28,배송완료
408,49,2025-10-02,배송중
409,147,2026-08-26,취소
410,60,2026-06-22,취소
411,12,2026-06-25,배송완료
412,191,2026-03-01,취소
413,181,2026-04-10,취소
414,99,2025-10-23,배송중
415,127,2025-10-08,결제완료
416,33,2026-07-14,배송완료
417,26,2026-07-10,취소
418,26,2026-08-25,취소
419,4,2026-05-31,배송중
420,105,2026-03-02,배송중
421,20,2025-10-09,취소
422,68,2026-02-25,배송완료
423,160,2025-12-31,취소
424,167,2026-05-25,결제완료
425,85,2026-05-10,취소
426,82,2026-06-04,취소
427,139,2026-06-26,결제완료
428,159,2026-03-01,결제완료
429,61,2026-03-03,배송완료
430,59,2025-11-30,결제완료
431,112,2025-11-27,결제완료
432,195,2025-10-27,결제완료
433,114,2026-08-02,배송중
434,178,2026-08-15,배송완료
435,8,2026-04-29,결제완료
436,84,2025-12-11,결제완료
437,76,2026-08-22,배송완료
438,96,2026-01-21,취소
439,38,2026-02-01,배송중
440,136,2025-11-12,취소
441,145,2026-05-31,배송중
442,44,2026-08-24,배송중
443,21,2026-05-18,취소
444,159,2026-01-08,배송중
445,128,2026-07-05,배송중
446,60,2026-08-02,취소
447,164,2026-08-10,배송완료
448,118,2026-01-06,배송완료
449,171,2026-02-25,결제완료
450,120,2026-03-10,배송완료
451,174,2025-09-13,배송중
452,19,2025-09-27,취소
453,89,2026-03-05,배송완료
454,164,2025-10-15,취소
455,177,2026-01-16,배송완료
456,117,2026-03-06,배송완료
457,51,2026-02-28,취소
458,124,2026-07-27,결제완료
459,61,2025-11-07,취소
460,147,2025-12-20,배송완료
461,148,2026-06-27,배송완료
462,180,2026-01-15,배송완료
463,6,2026-04-24,취소
464,71,2026-04-13,결제완료
465,145,2025-10-21,결제완료
466,156,2026-03-18,취소
467,74,2025-10-11,배송중
468,156,2026-02-06,배송완료
469,57,2026-07-16,배송중
470,159,2026-06-06,배송완료
471,174,2026-07-08,배송중
472,161,2025-10-13,결제완료
473,161,2026-01-06,결제완료
474,80,2026-04-05,취소
475,9,2026-05-12,배송완료
476,188,2025-09-29,배송중
477,24,2026-07-06,배송완료
478,84,2025-12-28,취소
479,45,2026-03-27,배송중
480,34,2026-02-28,배송완료
481,136,2026-02-04,배송완료
482,43,2026-04-19,배송완료
483,124,2026-02-09,배송완료
484,192,2025-12-03,배송완료
485,30,2026-05-01,취소
486,20,2025-12-05,배송중
487,194,2026-04-02,배송중
488,174,2025-11-02,취소
489,143,2026-03-08,배송완료
490,24,2026-01-29,취소
491,4,2025-09-27,배송완료
492,138,2026-01-12,결제완료
493,117,2025-11-21,배송완료
494,173,2026-07-15,배송완료
495,150,2026-05-29,취소
496,164,2026-04-19,배송완료
497,28,2026-02-16,배송중
498,121,2026-07-03,결제완료
499,159,2026-02-18,배송완료
500,157,2026-04-10,배송중
