order_item_id,order_id,product_id,quantity
1283,495,31,1
1284,495,12,2
1285,495,26,1
1286,496,3,2
1287,496,22,3
1288,496,16,1
1289,496,48,2
1290,497,24,1
1291,497,22,2
1292,497,20,2
1293,498,45,3
1294,498,7,1
1295,498,9,2
1296,498,48,2
1297,499,18,3
1298,499,27,3
1299,499,42,1
1300,500,29,1
1301,500,27,3
